lon;lat;country
38;-6.5;""
38;-6;""
38;-5.5;""
38;-5;""
38;-4.5;""
38;-4;""
38;-3.5;Kenya
38;-3;Kenya
38;-2.5;Kenya
38;-2;Kenya
38;-1.5;Kenya
38;-1;Kenya
38;-0.5;Kenya
38;0;Kenya
38;0.5;Kenya
38;1;Kenya
38;1.5;Kenya
38;2;Kenya
38;2.5;Kenya
38;3;Kenya
38;3.5;Kenya
38;4;Ethiopia
38;4.5;Ethiopia
38;5;Ethiopia
38;5.5;Ethiopia
38;6;Ethiopia
38;6.5;Ethiopia
38;7;Ethiopia
38;7.5;Ethiopia
38;8;Ethiopia
38;8.5;Ethiopia
38;9;Ethiopia
38;9.5;Ethiopia
38;10;Ethiopia
38;10.5;Ethiopia
38;11;Ethiopia
38;11.5;Ethiopia
38;12;Ethiopia
38;12.5;Ethiopia
38;13;Ethiopia
38;13.5;Ethiopia
38;14;Ethiopia
38;14.5;Ethiopia
38;15;Eritrea
38;15.5;Eritrea
38;16;Eritrea
38;16.5;Eritrea
38;17;Eritrea
38;17.5;Eritrea
38;18;Sudan
38.5;-11;""
38.5;-10.5;""
38.5;-10;""
38.5;-9.5;""
38.5;-9;""
38.5;-8.5;""
38.5;-8;""
38.5;-7.5;""
38.5;-7;""
38.5;-6.5;""
38.5;-6;""
38.5;-5.5;""
38.5;-5;""
38.5;-4.5;""
38.5;-4;Kenya
38.5;-3.5;Kenya
38.5;-3;Kenya
38.5;-2.5;Kenya
38.5;-2;Kenya
38.5;-1.5;Kenya
38.5;-1;Kenya
38.5;-0.5;Kenya
38.5;0;Kenya
38.5;0.5;Kenya
38.5;1;Kenya
38.5;1.5;Kenya
38.5;2;Kenya
38.5;2.5;Kenya
38.5;3;Kenya
38.5;3.5;Kenya
38.5;4;Ethiopia
38.5;4.5;Ethiopia
38.5;5;Ethiopia
38.5;5.5;Ethiopia
38.5;6;Ethiopia
38.5;6.5;Ethiopia
38.5;7;Ethiopia
38.5;7.5;Ethiopia
38.5;8;Ethiopia
38.5;8.5;Ethiopia
38.5;9;Ethiopia
38.5;9.5;Ethiopia
38.5;10;Ethiopia
38.5;10.5;Ethiopia
38.5;11;Ethiopia
38.5;11.5;Ethiopia
38.5;12;Ethiopia
38.5;12.5;Ethiopia
38.5;13;Ethiopia
38.5;13.5;Ethiopia
38.5;14;Ethiopia
38.5;14.5;Eritrea
38.5;15;Eritrea
38.5;15.5;Eritrea
38.5;16;Eritrea
38.5;16.5;Eritrea
38.5;17;Eritrea
38.5;17.5;Eritrea
38.5;18;Sudan
39;-11;""
39;-10.5;""
39;-10;""
39;-9.5;""
39;-9;""
39;-8.5;""
39;-8;""
39;-7.5;""
39;-7;""
39;-6.5;""
39;-5;""
39;-4.5;Kenya
39;-4;Kenya
39;-3.5;Kenya
39;-3;Kenya
39;-2.5;Kenya
39;-2;Kenya
39;-1.5;Kenya
39;-1;Kenya
39;-0.5;Kenya
39;0;Kenya
39;0.5;Kenya
39;1;Kenya
39;1.5;Kenya
39;2;Kenya
39;2.5;Kenya
39;3;Kenya
39;3.5;Kenya
39;4;Ethiopia
39;4.5;Ethiopia
39;5;Ethiopia
39;5.5;Ethiopia
39;6;Ethiopia
39;6.5;Ethiopia
39;7;Ethiopia
39;7.5;Ethiopia
39;8;Ethiopia
39;8.5;Ethiopia
39;9;Ethiopia
39;9.5;Ethiopia
39;10;Ethiopia
39;10.5;Ethiopia
39;11;Ethiopia
39;11.5;Ethiopia
39;12;Ethiopia
39;12.5;Ethiopia
39;13;Ethiopia
39;13.5;Ethiopia
39;14;Ethiopia
39;14.5;Ethiopia
39;15;Eritrea
39;15.5;Eritrea
39;16;Eritrea
39;16.5;Eritrea
39;17;Eritrea
39.5;-11;""
39.5;-10.5;""
39.5;-10;""
39.5;-9.5;""
39.5;-7;""
39.5;-4;Kenya
39.5;-3.5;Kenya
39.5;-3;Kenya
39.5;-2.5;Kenya
39.5;-2;Kenya
39.5;-1.5;Kenya
39.5;-1;Kenya
39.5;-0.5;Kenya
39.5;0;Kenya
39.5;0.5;Kenya
39.5;1;Kenya
39.5;1.5;Kenya
39.5;2;Kenya
39.5;2.5;Kenya
39.5;3;Kenya
39.5;3.5;Ethiopia
39.5;4;Ethiopia
39.5;4.5;Ethiopia
39.5;5;Ethiopia
39.5;5.5;Ethiopia
39.5;6;Ethiopia
39.5;6.5;Ethiopia
39.5;7;Ethiopia
39.5;7.5;Ethiopia
39.5;8;Ethiopia
39.5;8.5;Ethiopia
39.5;9;Ethiopia
39.5;9.5;Ethiopia
39.5;10;Ethiopia
39.5;10.5;Ethiopia
39.5;11;Ethiopia
39.5;11.5;Ethiopia
39.5;12;Ethiopia
39.5;12.5;Ethiopia
39.5;13;Ethiopia
39.5;13.5;Ethiopia
39.5;14;Ethiopia
39.5;14.5;Ethiopia
39.5;15;Eritrea
39.5;15.5;Eritrea
40;-10.5;""
40;-3;Kenya
40;-2.5;Kenya
40;-2;Kenya
40;-1.5;Kenya
40;-1;Kenya
40;-0.5;Kenya
40;0;Kenya
40;0.5;Kenya
40;1;Kenya
40;1.5;Kenya
40;2;Kenya
40;2.5;Kenya
40;3;Kenya
40;3.5;Kenya
40;4;Ethiopia
40;4.5;Ethiopia
40;5;Ethiopia
40;5.5;Ethiopia
40;6;Ethiopia
40;6.5;Ethiopia
40;7;Ethiopia
40;7.5;Ethiopia
40;8;Ethiopia
40;8.5;Ethiopia
40;9;Ethiopia
40;9.5;Ethiopia
40;10;Ethiopia
40;10.5;Ethiopia
40;11;Ethiopia
40;11.5;Ethiopia
40;12;Ethiopia
40;12.5;Ethiopia
40;13;Ethiopia
40;13.5;Ethiopia
40;14;Ethiopia
40;14.5;Eritrea
40;15;Eritrea
40.5;-2.5;Kenya
40.5;-2;Kenya
40.5;-1.5;Kenya
40.5;-1;Kenya
40.5;-0.5;Kenya
40.5;0;Kenya
40.5;0.5;Kenya
40.5;1;Kenya
40.5;1.5;Kenya
40.5;2;Kenya
40.5;2.5;Kenya
40.5;3;Kenya
40.5;3.5;Kenya
40.5;4;Kenya
40.5;4.5;Ethiopia
40.5;5;Ethiopia
40.5;5.5;Ethiopia
40.5;6;Ethiopia
40.5;6.5;Ethiopia
40.5;7;Ethiopia
40.5;7.5;Ethiopia
40.5;8;Ethiopia
40.5;8.5;Ethiopia
40.5;9;Ethiopia
40.5;9.5;Ethiopia
40.5;10;Ethiopia
40.5;10.5;Ethiopia
40.5;11;Ethiopia
40.5;11.5;Ethiopia
40.5;12;Ethiopia
40.5;12.5;Ethiopia
40.5;13;Ethiopia
40.5;13.5;Ethiopia
40.5;14;Ethiopia
40.5;14.5;Eritrea
40.5;15;""
41;-2;Kenya
41;-1.5;Kenya
41;-1;Kenya
41;-0.5;Somalia
41;0;Somalia
41;0.5;Somalia
41;1;Somalia
41;1.5;Somalia
41;2;Somalia
41;2.5;Somalia
41;3;Kenya
41;3.5;Kenya
41;4;Kenya
41;4.5;Ethiopia
41;5;Ethiopia
41;5.5;Ethiopia
41;6;Ethiopia
41;6.5;Ethiopia
41;7;Ethiopia
41;7.5;Ethiopia
41;8;Ethiopia
41;8.5;Ethiopia
41;9;Ethiopia
41;9.5;Ethiopia
41;10;Ethiopia
41;10.5;Ethiopia
41;11;Ethiopia
41;11.5;Ethiopia
41;12;Ethiopia
41;12.5;Ethiopia
41;13;Ethiopia
41;13.5;Ethiopia
41;14;Eritrea
41;14.5;Eritrea
41.5;-1.5;Somalia
41.5;-1;Somalia
41.5;-0.5;Somalia
41.5;0;Somalia
41.5;0.5;Somalia
41.5;1;Somalia
41.5;1.5;Somalia
41.5;2;Somalia
41.5;2.5;Somalia
41.5;3;Somalia
41.5;3.5;Kenya
41.5;4;Ethiopia
41.5;4.5;Ethiopia
41.5;5;Ethiopia
41.5;5.5;Ethiopia
41.5;6;Ethiopia
41.5;6.5;Ethiopia
41.5;7;Ethiopia
41.5;7.5;Ethiopia
41.5;8;Ethiopia
41.5;8.5;Ethiopia
41.5;9;Ethiopia
41.5;9.5;Ethiopia
41.5;10;Ethiopia
41.5;10.5;Ethiopia
41.5;11;Ethiopia
41.5;11.5;Ethiopia
41.5;12;Ethiopia
41.5;12.5;Ethiopia
41.5;13;Ethiopia
41.5;13.5;Eritrea
41.5;14;Eritrea
42;-1;""
42;-0.5;Somalia
42;0;Somalia
42;0.5;Somalia
42;1;Somalia
42;1.5;Somalia
42;2;Somalia
42;2.5;Somalia
42;3;Somalia
42;3.5;Somalia
42;4;Somalia
42;4.5;Ethiopia
42;5;Ethiopia
42;5.5;Ethiopia
42;6;Ethiopia
42;6.5;Ethiopia
42;7;Ethiopia
42;7.5;Ethiopia
42;8;Ethiopia
42;8.5;Ethiopia
42;9;Ethiopia
42;9.5;Ethiopia
42;10;Ethiopia
42;10.5;Ethiopia
42;11;Djibouti
42;11.5;Djibouti
42;12;Ethiopia
42;12.5;Ethiopia
42;13;Eritrea
42;13.5;Eritrea
42.5;0;Somalia
42.5;0.5;Somalia
42.5;1;Somalia
42.5;1.5;Somalia
42.5;2;Somalia
42.5;2.5;Somalia
42.5;3;Somalia
42.5;3.5;Somalia
42.5;4;Somalia
42.5;4.5;Ethiopia
42.5;5;Ethiopia
42.5;5.5;Ethiopia
42.5;6;Ethiopia
42.5;6.5;Ethiopia
42.5;7;Ethiopia
42.5;7.5;Ethiopia
42.5;8;Ethiopia
42.5;8.5;Ethiopia
42.5;9;Ethiopia
42.5;9.5;Ethiopia
42.5;10;Ethiopia
42.5;10.5;Ethiopia
42.5;11;Ethiopia
42.5;11.5;Djibouti
42.5;12;Djibouti
42.5;12.5;Djibouti
42.5;13;Eritrea
43;0.5;Somalia
43;1;Somalia
43;1.5;Somalia
43;2;Somalia
43;2.5;Somalia
43;3;Somalia
43;3.5;Somalia
43;4;Somalia
43;4.5;Somalia
43;5;Ethiopia
43;5.5;Ethiopia
43;6;Ethiopia
43;6.5;Ethiopia
43;7;Ethiopia
43;7.5;Ethiopia
43;8;Ethiopia
43;8.5;Ethiopia
43;9;Ethiopia
43;9.5;Ethiopia
43;10;Ethiopia
43;10.5;Somalia
43;11;Somalia
43;11.5;Djibouti
43;12;Djibouti
43;12.5;Djibouti
43.5;1;Somalia
43.5;1.5;Somalia
43.5;2;Somalia
43.5;2.5;Somalia
43.5;3;Somalia
43.5;3.5;Somalia
43.5;4;Somalia
43.5;4.5;Somalia
43.5;5;Ethiopia
43.5;5.5;Ethiopia
43.5;6;Ethiopia
43.5;6.5;Ethiopia
43.5;7;Ethiopia
43.5;7.5;Ethiopia
43.5;8;Ethiopia
43.5;8.5;Ethiopia
43.5;9;Ethiopia
43.5;9.5;Somalia
43.5;10;Somalia
43.5;10.5;Somalia
43.5;11;Somalia
44;1.5;Somalia
44;2;Somalia
44;2.5;Somalia
44;3;Somalia
44;3.5;Somalia
44;4;Somalia
44;4.5;Somalia
44;5;Ethiopia
44;5.5;Ethiopia
44;6;Ethiopia
44;6.5;Ethiopia
44;7;Ethiopia
44;7.5;Ethiopia
44;8;Ethiopia
44;8.5;Ethiopia
44;9;Somalia
44;9.5;Somalia
44;10;Somalia
44;10.5;Somalia
44.5;2;Somalia
44.5;2.5;Somalia
44.5;3;Somalia
44.5;3.5;Somalia
44.5;4;Somalia
44.5;4.5;Somalia
44.5;5;Ethiopia
44.5;5.5;Ethiopia
44.5;6;Ethiopia
44.5;6.5;Ethiopia
44.5;7;Ethiopia
44.5;7.5;Ethiopia
44.5;8;Ethiopia
44.5;8.5;Ethiopia
44.5;9;Somalia
44.5;9.5;Somalia
44.5;10;Somalia
45;2;Somalia
45;2.5;Somalia
45;3;Somalia
45;3.5;Somalia
45;4;Somalia
45;4.5;Somalia
45;5;Ethiopia
45;5.5;Ethiopia
45;6;Ethiopia
45;6.5;Ethiopia
45;7;Ethiopia
45;7.5;Ethiopia
45;8;Ethiopia
45;8.5;Ethiopia
45;9;Somalia
45;9.5;Somalia
45;10;Somalia
45.5;2.5;Somalia
45.5;3;Somalia
45.5;3.5;Somalia
45.5;4;Somalia
45.5;4.5;Somalia
45.5;5;Somalia
45.5;5.5;Somalia
45.5;6;Ethiopia
45.5;6.5;Ethiopia
45.5;7;Ethiopia
45.5;7.5;Ethiopia
45.5;8;Ethiopia
45.5;8.5;Ethiopia
45.5;9;Somalia
45.5;9.5;Somalia
45.5;10;Somalia
45.5;10.5;Somalia
46;2.5;Somalia
46;3;Somalia
46;3.5;Somalia
46;4;Somalia
46;4.5;Somalia
46;5;Somalia
46;5.5;Somalia
46;6;Somalia
46;6.5;Ethiopia
46;7;Ethiopia
46;7.5;Ethiopia
46;8;Ethiopia
46;8.5;Somalia
46;9;Somalia
46;9.5;Somalia
46;10;Somalia
46;10.5;Somalia
46.5;3;Somalia
46.5;3.5;Somalia
46.5;4;Somalia
46.5;4.5;Somalia
46.5;5;Somalia
46.5;5.5;Somalia
46.5;6;Somalia
46.5;6.5;Somalia
46.5;7;Ethiopia
46.5;7.5;Ethiopia
46.5;8;Ethiopia
46.5;8.5;Somalia
46.5;9;Somalia
46.5;9.5;Somalia
46.5;10;Somalia
46.5;10.5;Somalia
47;3.5;Somalia
47;4;Somalia
47;4.5;Somalia
47;5;Somalia
47;5.5;Somalia
47;6;Somalia
47;6.5;Somalia
47;7;Somalia
47;7.5;Ethiopia
47;8;Somalia
47;8.5;Somalia
47;9;Somalia
47;9.5;Somalia
47;10;Somalia
47;10.5;Somalia
47.5;4;Somalia
47.5;4.5;Somalia
47.5;5;Somalia
47.5;5.5;Somalia
47.5;6;Somalia
47.5;6.5;Somalia
47.5;7;Somalia
47.5;7.5;Somalia
47.5;8;Somalia
47.5;8.5;Somalia
47.5;9;Somalia
47.5;9.5;Somalia
47.5;10;Somalia
47.5;10.5;Somalia
47.5;11;Somalia
48;5;Somalia
48;5.5;Somalia
48;6;Somalia
48;6.5;Somalia
48;7;Somalia
48;7.5;Somalia
48;8;Somalia
48;8.5;Somalia
48;9;Somalia
48;9.5;Somalia
48;10;Somalia
48;10.5;Somalia
48;11;Somalia
48.5;5.5;Somalia
48.5;6;Somalia
48.5;6.5;Somalia
48.5;7;Somalia
48.5;7.5;Somalia
48.5;8;Somalia
48.5;8.5;Somalia
48.5;9;Somalia
48.5;9.5;Somalia
48.5;10;Somalia
48.5;10.5;Somalia
48.5;11;Somalia
49;6.5;Somalia
49;7;Somalia
49;7.5;Somalia
49;8;Somalia
49;8.5;Somalia
49;9;Somalia
49;9.5;Somalia
49;10;Somalia
49;10.5;Somalia
49;11;Somalia
49.5;7.5;Somalia
49.5;8;Somalia
49.5;8.5;Somalia
49.5;9;Somalia
49.5;9.5;Somalia
49.5;10;Somalia
49.5;10.5;Somalia
49.5;11;Somalia
50;8.5;Somalia
50;9;Somalia
50;9.5;Somalia
50;10;Somalia
50;10.5;Somalia
50;11;Somalia
50;11.5;Somalia
50.5;9;Somalia
50.5;9.5;Somalia
50.5;10;Somalia
50.5;10.5;Somalia
50.5;11;Somalia
50.5;11.5;Somalia
51;10.5;Somalia
51;11;Somalia
51;11.5;Somalia
